Hashtag,Username,User handle,Date of posting,Text,Retweet count,Like count,MLM
#lularoe,Carolyn Palmer,@Carolyn11707917,Mon Mar 21 05:29:13 +0000 2022,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/bLetgEFoQj,0,0,1
#avon,Carolyn Bartlett,@Carolyn40679267,Mon Mar 28 19:52:16 +0000 2022,Avon Tea Cup Light https://t.co/mDpZJy2xbF via @Etsy #Avon #teacup #MotherDaygift #repurpose #Vintage #Handcrafted,0,0,1
#poshmark,Carolyn Baker,@carolyndbaker,Tue Mar 29 03:27:22 +0000 2022,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @puppypaws77 #poshmark #fashion… https://t.co/zKjpBxLD1l,0,0,0
#avon,Caroline Cummins,@CaronovaBeauty,Tue Mar 29 02:05:31 +0000 2022,Give the gift of gorgeous home fragrance this Mother's Day (or treat yourself!). This gift set comes with a reed diffuser and 2 votive candles in a stunning floral scent 🕯 Just £12. https://t.co/gMarSrRilz #Avon #MothersDayGift #GiftIdeas #Gift #HomeFragrance https://t.co/CRwUYUQciu,0,0,1
#avon,Caroline Cummins,@CaronovaBeauty,Thu Mar 24 12:55:37 +0000 2022,"If you're a fan of Far Away perfume, you're sure to love this home fragrance gift set. 🕯It's the perfect gift for M… https://t.co/EvUdmlyCzN",0,1,1
#avon,Caroline Cummins,@CaronovaBeauty,Wed Mar 23 11:40:23 +0000 2022,"Go in with concealer to clean up your base, blend out pencil eyeliner to create a quick smoky eye, and top it off w… https://t.co/ygRS1qEdyD",0,0,1
#avon,Caroline Cummins,@CaronovaBeauty,Tue Mar 22 17:30:31 +0000 2022,You know when you see men and women with the most superb skin and you wonder how they do it it? It's like the healt… https://t.co/bEB8QiuUqc,0,0,1
#avon,Caroline Cummins,@CaronovaBeauty,Mon Mar 21 14:30:44 +0000 2022,"Just loving the new Senses bubble baths, in particular the White Lily scent - it'll look fabulous in my bathroom!… https://t.co/ExUZxVJClz",0,0,1
#lularoe,Dana Carter,@carter880,Sat Mar 26 11:28:13 +0000 2022,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/LiYhUrf60e,0,0,1
#lularoe,Dana Carter,@carter880,Wed Mar 23 05:28:51 +0000 2022,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @hansen_juniper1 #poshmark #fashion… https://t.co/hY1QuFadMv,0,0,1
#lularoe,Monica Casabianca,@casa633,Mon Mar 28 05:30:45 +0000 2022,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #alfani #lularoe: https://t.co/Ax2XeFvx2X https://t.co/Zdba1ur4ZS,0,0,1
#lularoe,casey,@casey_fashion,Wed Mar 23 18:30:07 +0000 2022,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @AlohaVibes5 #poshmark #fashion… https://t.co/7lIyuBDACp,0,0,1
#scentsy,Casey Shaw,@CaseyLynn3495,Sat Mar 26 12:43:50 +0000 2022,Order this beauty today!  colored bulbs sold separate! #scentsy #TrustInTheLord https://t.co/EERxJI8eO8 https://t.co/RSOQsqN5Pf,0,1,1
#poshmark,casey rose,@caseyro18847806,Tue Mar 29 03:29:54 +0000 2022,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/jQFo89CFgu,0,0,0
#poshmark,Cast Away Closet,@CastAwayClose,Tue Mar 29 03:29:50 +0000 2022,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @Rozay_Advisory #poshmark #fashion… https://t.co/YVsCUKCkN5,0,0,0
#gofundme,CatCrazy366,@CatCrazy366,Sun Mar 27 19:12:56 +0000 2022,Let's help this little kitty by donating towards vet fees after being hit by a car today in Bodmin #vets #help… https://t.co/RZ4JN5DE4I,0,2,0
#avon,Catharine Page,@catharinelp,Sat Mar 26 11:45:25 +0000 2022,You know when you see individuals with the most superb skin and you wonder how they get it? It's like the healthy e… https://t.co/vliVkFg3rF,0,0,1
#avon,Catharine Page,@catharinelp,Sat Mar 26 10:25:32 +0000 2022,Beauty That Gives Back!Treat yourself to a mystery box! 5 beauty suprises for just £10! Enjoy the mystery!… https://t.co/z96dtlNkOv,0,0,1
#avon,Catharine Page,@catharinelp,Wed Mar 23 14:50:24 +0000 2022,"Vanilla is one of my most favourite scents, so I absolutely love the vanilla bean home fragrance collection 🕯 This… https://t.co/4cqE0BrLGZ",0,0,1
#avon,Catharine Page,@catharinelp,Wed Mar 23 14:35:24 +0000 2022,"Eyeliner isn't just made in black, a lighter one can amplify those peepers and make you look more awake! Want to gi… https://t.co/5AlWuxha08",0,0,1
#avon,Catharine Page,@catharinelp,Tue Mar 22 19:50:19 +0000 2022,"You've got skincare sorted for your face, but what about the rest of your body?The nourishing Cocoa Butter Collec… https://t.co/Xq9ICJoERF",0,0,1
#avon,Catharine Page,@catharinelp,Mon Mar 21 17:55:25 +0000 2022,Beauty That Really Gives Back!Treat yourself to a mystery box of beauty wonders! 5 beauty favourites for just £1… https://t.co/VXrBOWC2Nt,0,0,1
#lularoe,I stand with #SlavaUkraini 🇺🇦,@Catherinetheno1,Mon Mar 28 17:30:39 +0000 2022,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #wildfable #lularoe #stephaniedawn: https://t.co/EXIYFzndSo https://t.co/wjjYeJPtr5,0,0,1
#avon,Cath Mawby,@cathmawby,Sat Mar 26 11:50:53 +0000 2022,"I'm getting ready for spring with the new and limited edition Bloom Ka Boom range for eyes, nails, cheeks and lips… https://t.co/BbgHh4zMTR",0,1,1
#avon,Cath Mawby,@cathmawby,Thu Mar 24 17:45:19 +0000 2022,"Ever wondered how to unearth the perfect blusher shade for your skin tone? Whatever your skin's undertone is, check… https://t.co/oSpaMDQv6r",0,0,1
#avon,Cath Mawby,@cathmawby,Thu Mar 24 15:30:13 +0000 2022,"Have some fun with fresh colours, perhaps an eye-catching ocean blue, or even try glitzy eyeliner! Show your person… https://t.co/6k1tLeGeNS",0,0,1
#avon,Cath Mawby,@cathmawby,Wed Mar 23 15:05:20 +0000 2022,"Do you love a more natural, grown-out look? Or are you devoted to a meticulously carved out arch? … https://t.co/9qYdTavGY2",0,0,1
#avon,Cath Mawby,@cathmawby,Wed Mar 23 13:55:12 +0000 2022,Give the gift of lovely home fragrance this Mother's Day (or treat yourself!). This gift set comes with a reed diff… https://t.co/js4BwH4W3S,0,0,1
#avon,Cathy,@CathyAvon225,Mon Mar 21 22:05:03 +0000 2022,Absolutely...There is nothing wrong with more than one fragrance.  #fragrance #qotd #beauty #avon #love… https://t.co/bq5JXeetUE,0,0,1
#poshmark,Cathy Candy,@CathyCandy4,Tue Mar 29 03:28:37 +0000 2022,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/bUBrZZNuaZ,0,0,0
#gofundme,Cathy Kiler,@Cathykiler66,Mon Mar 28 14:19:55 +0000 2022,I'm raising money for Teenage Room. Click to Donate:  https://t.co/90LvO7Z6ot #GoFundMe I’m a single grandma with MS,0,2,0
#avon,Cathy Summersell,@CathySummersell,Tue Mar 22 11:20:19 +0000 2022,"Vanilla is one of my favourite scents, so I love the vanilla bean home fragrance collection 🕯 This wonderful scent… https://t.co/SrmaHD8CMZ",0,0,1
#avon,Cathy Summersell,@CathySummersell,Mon Mar 21 15:45:26 +0000 2022,"The white jasmine home fragrance collection is incredible at bringing a bit of escapism to your home 🕯 This exotic,… https://t.co/Fe1z4hAgVt",0,0,1
#poshmark,Cathy Elrod,@catnbug70,Tue Mar 29 03:27:58 +0000 2022,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @lifenjeans @theresa49683206… https://t.co/N8TWRmwoLh,0,0,0
#avon,Cat Farrow,@CatsCollectible,Sat Mar 26 21:18:36 +0000 2022,Check out PINK RIBBON PIN gold rose leaf shabby chic vintage old Avon lapel #Avon https://t.co/tMWrlNTvLB via @eBay,0,0,1
#avon,Catt’s Avon HQ,@cattsavonhq,Sun Mar 27 12:25:18 +0000 2022,"Eyeliner isn't just made in black, a lighter one will amplify your peepers and make you look like you have much big… https://t.co/FpQx2blTZ7",0,0,1
#avon,Catt’s Avon HQ,@cattsavonhq,Sat Mar 26 10:25:25 +0000 2022,"The white jasmine home fragrance collection is amazing at bringing a bit of escapism to your house 🕯 This sensual,… https://t.co/OGMP5SDo2r",0,0,1
#avon,Catt’s Avon HQ,@cattsavonhq,Thu Mar 24 11:40:25 +0000 2022,Do you want to make your eyes look more oval?Apply your eyeliner to only your lash line - then go in and thicken… https://t.co/htLMAe8oc1,0,0,1
#avon,C Marie,@ccuellar2011,Tue Mar 22 21:40:56 +0000 2022,#AVON #avon #ship #easter #mother #beautiful #buy #order #free ORDER NOW and get FREE Shipping with any order of $4… https://t.co/VIrzbUc70K,0,1,1
#etsy,Danielle,@CDChyld,Tue Mar 29 03:27:08 +0000 2022,Renewed Vintage Book Jean Mary’s Summer Mystery by Ella Dolbear Lee 1931 https://t.co/luqGqCMPkp via @Etsy #Etsy #VintageEtsy #VintageBooks #JeanMary #EllaDolbearLee,0,0,0
#etsy,Danielle,@CDChyld,Tue Mar 29 03:11:57 +0000 2022,Renewed Vintage Book Jean Mary Solves The Mystery by Ella Dolbear Lee 1933 https://t.co/iKx5RXeTBj via @Etsy #Etsy… https://t.co/zGfl8Ubr63,0,0,0
#etsy,Danielle,@CDChyld,Tue Mar 29 02:39:21 +0000 2022,New listing Vintage Book Diary of a Witch by Sybil Leek 1969 The Private Life of One of the World's Most Famous and… https://t.co/gpKohiRFf2,0,0,0
#etsy,Danielle,@CDChyld,Tue Mar 29 02:23:59 +0000 2022,New listing Vintage Book Road Guide to Backcountry Dirt Roads of Big Bend National Park 1993… https://t.co/0faaR66nOM,0,0,0
#poshmark,Christi,@CDR75,Tue Mar 29 03:28:10 +0000 2022,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/Lm51j2ooME,0,0,0
#avon,Cecilia,@Ceci2you,Fri Mar 25 23:50:36 +0000 2022,https://t.co/G7RwQToxAJ Shop and share my website. See what's new at today's Avon! #Avon #shoponline… https://t.co/9SdazzIKnd,0,0,1
#marykay,Cecily Martin,@CecilyMartin10,Sat Mar 26 00:02:09 +0000 2022,Link In Bio To Purchase #marykay #mymklife #clinicalsolutions #skincare #booster #addon #facial https://t.co/QPXbvcg8Av,0,5,1
#marykay,Cecily Martin,@CecilyMartin10,Mon Mar 21 01:14:50 +0000 2022,And that Day Is Now!!!!!! Link In Bio To Purchase. #marykay #mymklife #skincare #makeup #makeupcases #makeupbrushes… https://t.co/wf5Jzq9EkO,0,2,1
#clinique,Cheryl Thorne,@Cee5Thorne,Tue Mar 29 01:28:27 +0000 2022,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @CoolestChickEvr #poshmark #fashion #style #shopmycloset #masters #clinique #jenniemarlis: https://t.co/DgXlvIQaZc https://t.co/mo0zHGOdjR,0,0,0
#clinique,Center for Environmental Health,@CenterEnvHealth,Fri Mar 25 21:01:01 +0000 2022,"YAS QUEEN! - #EsteeLauder, #MAC  #Clinique Makeup Will Not Contain Toxic PFOA!  #PFAS #ForeverChemicals #FridayFeeling https://t.co/LWfZPJ0TKk",0,1,0
#cerave,CeraVe,@cerave,Mon Mar 21 13:06:06 +0000 2022,CeraVe skincare is so good that you want to share it  What are your favorite skincare products? We'll go first..… https://t.co/y1D7fThrla,0,16,0
#etsy,CE Savage,@ces614,Tue Mar 29 01:54:23 +0000 2022,Birthstone Ring Wire Wrapped Jewelry Handmade in Silver FREE SHIPPING https://t.co/Y9JwWdnEqK #etsygifts… https://t.co/MEA5o92gLs,0,0,0
#etsy,CE Savage,@ces614,Tue Mar 29 00:54:22 +0000 2022,Your Choice of Birthstone Ring Wire Wrapped Jewelry Handmade in Silver FREE SHIPPING https://t.co/jGnGqHD29k… https://t.co/0opsBq7QvW,0,0,0
#etsy,CE Savage,@ces614,Mon Mar 28 23:54:23 +0000 2022,White Shell Womans Pendant Necklace Wire Wrapped Jewelry Handmade in Silver https://t.co/PkJsFjNlL3 #etsymntt… https://t.co/GvE8rn0al4,0,0,0
#etsy,CE Savage,@ces614,Mon Mar 28 22:54:22 +0000 2022,Turquoise Womans Necklace Pendant Wire Wrapped Jewelry Handmade in Silver With Free Shipping… https://t.co/nc9wjh2xhF,0,0,0
#lularoe,cevinwilliams1,@cevinwilliams1,Tue Mar 29 00:28:51 +0000 2022,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #aerie #tommyhilfiger #lularoe: https://t.co/f91QSq5eVG https://t.co/lcsx6reTbu,0,0,1
#gofundme,Corinne Gracyalny,@cgracyalny,Mon Mar 28 21:30:53 +0000 2022,https://t.co/ZETec9ZDyr #GoFundMe.  PLEASE HELP!!!,0,0,0
#gofundme,Corinne Gracyalny,@cgracyalny,Sun Mar 27 20:51:00 +0000 2022,https://t.co/ZETec9ZDyr #GoFundMe help me please!!!,0,1,0
#gofundme,Charity Proficient,@Cha_Proficient,Mon Mar 28 10:35:00 +0000 2022,Please #Support Today to my #GoFundme Campaign.#gofundme #gofundmedonations #gofundmecampaign #gofundmeplease… https://t.co/hCHvRAAry9,0,1,0
#avon,Dawn Chafer,@chafer_dawn,Mon Mar 28 19:40:19 +0000 2022,"Start with concealer to tidy up your base, blend out pencil eyeliner to create an easy smoky eye, and complete the look with a clean coat of lippy! ☀https://t.co/UwN77h2Dy0#BeautyAZ #DayToNight #Avon https://t.co/MtOTirJFs9",0,0,1
#avon,Dawn Chafer,@chafer_dawn,Sun Mar 27 10:15:32 +0000 2022,"Adore that 'dewy' finish?Add a few drops of highlighter under your foundation for that beaming, glowing look! I'… https://t.co/vsshMJ1p6W",0,0,1
#avon,Dawn Chafer,@chafer_dawn,Thu Mar 24 15:15:12 +0000 2022,"Dry, dull, flyaway, damaged, curly... whatever kind of hair you have, there's a concentrated treatment serum to sui… https://t.co/0ivD38y2zh",0,0,1
#avon,Dawn Chafer,@chafer_dawn,Wed Mar 23 15:10:32 +0000 2022,Do you want to make your eyes look more oval?Apply your liner to just your lash line - then go in and thicken you… https://t.co/vMU2D0x7S9,0,0,1
#avon,Dawn Chafer,@chafer_dawn,Wed Mar 23 11:10:13 +0000 2022,Ever thought about how to find the perfect blush for you? Check out this great guide for easy shade shopping Ava… https://t.co/AXgPE1OxW3,0,0,1
#avon,Dawn Chafer,@chafer_dawn,Mon Mar 21 12:55:12 +0000 2022,L is for… Lip Liner!Applying lip liner before lipstick or lip gloss will help make sure the shade will last for lo… https://t.co/xylCVhw0o8,0,0,1
#gofundme,Dawg19666,@Chairitibles,Sun Mar 27 20:22:28 +0000 2022,"Help me help my daughter, I don’t know where else to turn, if nothing else please share it. https://t.co/taBxqD85DH #GoFundMe",0,1,0
#poshmark,mara popovich,@chanelgirl777,Tue Mar 29 03:29:39 +0000 2022,Check out this listing I just added to my #Poshmark closet: Karen Kane lace skirt size 10 cream color.… https://t.co/SbgyBEW2kk,0,0,0
#scentsy,chant_ari : Ariella 🇺🇸🇲🇽🇪🇸🇮🇪🇩🇪,@chant_ari,Wed Mar 23 02:43:02 +0000 2022,#scentsy #scentsyconsultant #eliventhesenses #eliventhesensesweekhttps://t.co/iaNXNGHYc7USA 🇺🇸 Region 1 orders https://t.co/BwWmDxvckE,0,0,1
#marykay,Chaotic Angel Boutique,@ChaoticAngelwar,Mon Mar 21 22:30:42 +0000 2022,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @ShinyOldHide #poshmark #fashion… https://t.co/5A3MgJcWH2,0,0,1
#herbalife,Charak Veda,@charak_veda,Thu Mar 24 06:36:22 +0000 2022,RE-BORNImportant Links :https://t.co/jOZBXBYNBMhttps://t.co/pveKnMqDikhttps://t.co/CzuLDYmCy9… https://t.co/ccKD1lHQKD,0,2,1
#herbalife,Charak Veda,@charak_veda,Tue Mar 22 06:38:30 +0000 2022,RE-BORNBoost Your #Immunity with Re-Born.Visit Us: https://t.co/jOZBXBYNBMDownload Plan Pdf:… https://t.co/zmiNuOXZ9F,0,0,1
#herbalife,Charak Veda,@charak_veda,Mon Mar 21 06:39:49 +0000 2022,RE-BORNBuild Immunity with Re-Born.Visit Us: https://t.co/jOZBXBYNBMDownload Plan Pdf: https://t.co/pveKnMqDik… https://t.co/ESfukez4Gl,0,2,1
#etsy,Charlene Santo,@CharFarm,Mon Mar 28 22:31:56 +0000 2022,Excited to share the latest addition to my #etsy shop: Premium Pillow with Original Photography by FarmerChar Sunfl… https://t.co/FTBlM7syIi,0,4,0
#poshmark,CHARISSA SHEA,@charissashea,Tue Mar 29 03:28:51 +0000 2022,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/fAxDdkz6jF,0,0,0
#gofundme,Charity Adequate,@CharityAdequate,Sun Mar 27 21:22:00 +0000 2022,Please #Support Today to my #GoFundme Campaign.#gofundme #gofundmedonations #gofundmecampaign #gofundmeplease… https://t.co/dAxvCJZHQa,0,0,0
#gofundme,Charity Adequate,@CharityAdequate,Sat Mar 26 22:21:00 +0000 2022,Please #Support Today to my #GoFundme Campaign.#gofundme #gofundmedonations #gofundmecampaign #gofundmeplease… https://t.co/6B0uOEX3vn,0,0,0
#avon,charley brooksbank,@charl3yhomer,Wed Mar 23 19:10:37 +0000 2022,Avocados are great for your skin!The natural oils in avocados keep skin smooth and boost skin's immunity agains… https://t.co/oVwXnGA1tt,0,0,1
#avon,charley brooksbank,@charl3yhomer,Wed Mar 23 18:45:19 +0000 2022, Don't let dull skin get you down  Give your skin the TLC it deserves with our Anew Revitalising Copper Mask for… https://t.co/W2tLGMauYP,0,0,1
#avon,charley brooksbank,@charl3yhomer,Tue Mar 22 14:40:31 +0000 2022,"Love that 'dewy' look?Add a few drops of highlighter under your foundation for that radiant, glowing look! I've… https://t.co/4m4GazErLd",0,0,1
#avon,charley brooksbank,@charl3yhomer,Mon Mar 21 15:20:19 +0000 2022,Ever thought about how to find the perfect blush for your skin tone? Check out this great guide to make it easier… https://t.co/SJRK6BYKPJ,0,0,1
#poshmark,Sir. Charles,@charlers17,Tue Mar 29 03:31:16 +0000 2022,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/a3ijXf4s34,0,0,0
#avon,Charmaine,@CharmainesAvon,Sat Mar 26 11:30:46 +0000 2022,"Just loving the new Senses bubble baths, especially the White Lily scent - it'll look fab in my bathroom!  Availa… https://t.co/FPagJ0OoNv",0,0,1
#avon,Charmaine,@CharmainesAvon,Sat Mar 26 10:15:51 +0000 2022,"Eyeliner isn't just for darkening your eyes, a lighter one can amplify your peepers and make you look like you have… https://t.co/j0Oo7M8XKE",0,0,1
#avon,Charmaine,@CharmainesAvon,Thu Mar 24 10:25:18 +0000 2022,You know when you see everyday people with the most superb skin and you wonder how they do it it? It's like the hea… https://t.co/Pwteqkjide,0,0,1
#avon,Charmaine,@CharmainesAvon,Tue Mar 22 11:50:25 +0000 2022,"Have some fun with different colours, try an eye-catching vivid blue, or even try glitter eyeliner! Get creative wi… https://t.co/lTyjF8qZRE",0,0,1
#avon,Charmaine,@CharmainesAvon,Mon Mar 21 11:35:12 +0000 2022,"Begin with concealer to clean up your base, blend out pencil eyeliner to create a speedy smoky eye, and finish with… https://t.co/FcWtpl3UWl",0,0,1
#avon,Lori,@charmed1012,Mon Mar 21 14:27:54 +0000 2022,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @hinchmobb #poshmark #fashion… https://t.co/ki9DEGNUC6,0,0,1
#etsy,Char'sFavoriteThings,@charsfavorite,Tue Mar 29 01:57:28 +0000 2022,"Indian Chief Pocket Watch, Men's Pocket Watch, Mechanical Pocket Watch, Wedding Pocket Watch, Groom Pocket Watch… https://t.co/jFs411wKJ7",0,0,0
#etsy,Char'sFavoriteThings,@charsfavorite,Mon Mar 28 23:57:26 +0000 2022,"Four Photo Locket Necklace, Dragons Breath Photo Locket, Multi Picture Locket, Photo Locket, Multi Frame Locket… https://t.co/OL38TWW4JP",0,0,0
#gofundme,Abigail Chellers,@chellers74,Mon Mar 28 23:13:09 +0000 2022,Please support my GoFundMe campaign: https://t.co/B51JxgVqyN #GoFundMe,0,3,0
#gofundme,Nichelle Broadway ,@chelleyrock,Sun Mar 27 20:06:31 +0000 2022,Click here to support Help Nichelle with Bills during Cancer Battle organized by Katysha  Ware https://t.co/O4SnokpDYe #GoFundMe,0,2,0
#gofundme,momma,@chelseaabram,Sat Mar 26 22:25:48 +0000 2022,I'm raising money for help my step-mom adopt my brother and I. Click to Donate:  https://t.co/OzWAtbK2jY #GoFundMe,0,2,0
#scentsy,Cheryl McCullough,@Cherlym,Wed Mar 23 16:23:07 +0000 2022,"Groot, my working companion #Marvel, #Scentsy  https://t.co/ZNFlOik8k6",0,0,1
#lularoe,Cheryl Lynn,@Cheryl2000Lynn,Fri Mar 25 23:29:25 +0000 2022,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @2ravenshustle #poshmark #fashion… https://t.co/pET6LIVg13,0,0,1
#avon,Cheryl Elliott,@CherylElliott22,Sun Mar 27 10:35:25 +0000 2022,"Eyeliner isn't just made in black, a lighter one will amplify your peepers and make you look like you have much big… https://t.co/4LmqrEanD6",0,0,1
#avon,Cheryl Elliott,@CherylElliott22,Fri Mar 25 16:05:19 +0000 2022,Do you want to make your eyes look more oval?Apply your liner to only your lash line - then begin to thicken your… https://t.co/3aNbJW9eF2,0,0,1
#avon,Cheryl Elliott,@CherylElliott22,Thu Mar 24 13:40:12 +0000 2022,L is for… Lip Liner!Applying lip liner before lipstick or lip gloss will help ensure the shade will wear for longe… https://t.co/4SGWFNoH07,0,0,1
#avon,Cheryl Elliott,@CherylElliott22,Mon Mar 21 18:55:12 +0000 2022,"Just loving the new Senses bubble baths, particularly the White Lily scent - it'll look superb in my bathroom!  A… https://t.co/1Dk8lB5eHG",0,0,1
#avon,Cheryl Elliott,@CherylElliott22,Mon Mar 21 13:00:30 +0000 2022,"Have some fun with fresh colours, perhaps an eye-catching sky blue, or even try glitzy eyeliner! Make a statement w… https://t.co/5BnbEdfxkd",0,0,1
#lularoe,Cheryl Fersner Gonzalez,@CherylG_Queen7,Thu Mar 24 19:28:14 +0000 2022,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/aHpphR3hKx,0,0,1
#marykay,Cheryl Fersner Gonzalez,@CherylG_Queen7,Sun Mar 27 01:27:46 +0000 2022,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @melstellingwerf #poshmark #fashion #style #shopmycloset #disney #marykay #toppaw: https://t.co/J0lr1RZzXK https://t.co/2S4pZ8WXT7,0,0,1
#avon,cheryl monaghan,@cherylmonaghan2,Sun Mar 27 10:30:45 +0000 2022,"If you're a fan of Far Away perfume, you're sure to love this home fragrance gift set. 🕯It's the ideal gift for Mot… https://t.co/inzvcrj9fr",0,0,1
#avon,cheryl monaghan,@cherylmonaghan2,Sat Mar 26 10:05:53 +0000 2022,"Do you go for a more natural, grown-out look? Or do you swear by a perfectly carved out arch? … https://t.co/YRR01V421t",0,0,1
#avon,cheryl monaghan,@cherylmonaghan2,Fri Mar 25 13:00:45 +0000 2022,"Start with concealer to tidy up your base, blend out pencil eyeliner to create a quick smoky eye, and complete the… https://t.co/HnKjIUuFse",0,0,1
#clinique,Cheryls Jewelry Etc,@CherylsJewelry,Tue Mar 22 00:32:45 +0000 2022,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/1Kwn3RuqHz,0,0,0
#avon,Deborah Forester,@chevygirluk,Mon Mar 28 14:25:19 +0000 2022,"Do you go for a more natural, grown-out look? Or are you devoted to a perfectly carved out arch? … https://t.co/mPyxAxvwgc",0,0,1
#avon,Deborah Forester,@chevygirluk,Sat Mar 26 10:36:19 +0000 2022,You know when you see everyday people with the most flawless skin and you wonder how they do it it? It's like the h… https://t.co/e4jPgQYRIP,0,0,1
#avon,Deborah Forester,@chevygirluk,Fri Mar 25 19:30:27 +0000 2022,Ever thought about how to locate the perfect blush for your skin tone? Check out this convenient guide for easy sh… https://t.co/TLDcFNXEFp,0,0,1
#avon,Deborah Forester,@chevygirluk,Thu Mar 24 11:10:12 +0000 2022,"Vanilla has to be one of my most favourite scents, so I absolutely love the vanilla bean home fragrance collection… https://t.co/XfOoheiZad",0,0,1
#avon,Deborah Forester,@chevygirluk,Wed Mar 23 14:20:26 +0000 2022,"I'm getting spring ready with this new and limited edition Bloom Ka Boom eyeshadow palette in Very Peachy, with gor… https://t.co/fi528ZnpVT",0,0,1
#avon,Deborah Forester,@chevygirluk,Tue Mar 22 19:35:25 +0000 2022,"Loving the new Senses bubble baths, particularly the White Lily scent - it'll look fab in my bathroom!  Available… https://t.co/U8YCz7LkKO",0,0,1
#avon,Deborah Forester,@chevygirluk,Mon Mar 21 14:40:19 +0000 2022,Do you want to make your eyes look more oval?Apply your eyeliner to just your lash line - then go in and thicken… https://t.co/qzjXTveP8G,0,0,1
#avon,Deborah Forester,@chevygirluk,Mon Mar 21 11:30:25 +0000 2022,Beauty That Really Gives Back!Treat yourself to a mystery box of beauty wonders! 5 beauty suprises for only £10!… https://t.co/5cHFr2EowS,0,0,1
#avon,chezzy,@chezzyspeds1,Sun Mar 27 10:40:32 +0000 2022,"Ever wondered how to unearth the perfect blusher shade for your skin? Whether your skin's undertone is neutral, war… https://t.co/obIbrlva76",0,0,1
#avon,chezzy,@chezzyspeds1,Sat Mar 26 10:10:25 +0000 2022,L is for… Lip Liner!Applying lip liner before lipstick or lip gloss will make sure the colour will last and will h… https://t.co/DdzO8FTQ41,0,0,1
#poshmark,Sherry Nash,@Chic360bin,Tue Mar 29 03:30:07 +0000 2022,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @NYCishome #poshmark #fashion… https://t.co/nrkwuRA33q,0,0,0
#etsy,ChickenPink,@ChickenPinkShop,Tue Mar 29 01:13:26 +0000 2022,Garden Sculpture. Reclaimed Wood and Stained Glass Art. https://t.co/dZLn1cJ4Sy #ChickenPink #Etsy #WoodAndGlass https://t.co/vyh3uUaZAC,0,0,0
#gofundme,Cheryl Whybrew,@chickpepsi,Mon Mar 28 16:37:42 +0000 2022,I'm raising money for Repairs to childhood home. Click to Donate:  https://t.co/ix0ta4nJHv #GoFundMe,0,2,0
#poshmark,thrifty_chic,@ChicThrifty,Tue Mar 29 03:45:42 +0000 2022,Check out this listing I just found on #Poshmark: EUC! '08 Nike Air Jordan Fusion 6 AF1. https://t.co/MwHkm164Zp #shopmycloset @poshmarkapp,0,0,0
#poshmark,thrifty_chic,@ChicThrifty,Tue Mar 29 03:45:30 +0000 2022,Oh man baby chuck Teees!! Check out this listing I just found on #Poshmark: Toddler Converse Chuck Taylor All Stars Low. https://t.co/Qn5QPrNlhX #shopmycloset @poshmarkapp,0,0,0
#poshmark,thrifty_chic,@ChicThrifty,Tue Mar 29 03:44:10 +0000 2022,Check out this listing I just found on #Poshmark: Triangular Dial Men's Quartz Watch. https://t.co/mPGLHoCw6u #shopmycloset @poshmarkapp,0,0,0
#gofundme,JC Wirick,@ChimuKyou,Sun Mar 27 19:21:15 +0000 2022,I'm raising money for Donate Towards Guinan's Surgery. Click to Donate:  https://t.co/fPnIQp3FVP #GoFundMe,0,2,0
#lularoe,Chinedra,@Chinedra,Sat Mar 26 22:30:33 +0000 2022,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @unique_llc @evesaintjewelry… https://t.co/7ghUfibndy,0,0,1
